word1,word2,num_paths,word_count_wiwj,degree_wiwj,degree_centrality_wiwj,closeness_centrality_wiwj,betweenness_wiwj,betweenness_centrality_wiwj,eigenvector_centrality_wiwj,clustering_coefficient_wiwj,preferential_attachment,shortest_path_length,word_count_i,degree_i,degree_centrality_i,closeness_centrality_i,betweenness_i,betweenness_centrality_i,eigenvector_centrality_i,clustering_coefficient_i,word_count_j,degree_j,degree_centrality_j,closeness_centrality_j,betweenness_j,betweenness_centrality_j,eigenvector_centrality_j,clustering_coefficient_j
晴天,阳光,125479,4,12,0.000318844,0.126833279,785.3336866,2.24076E-06,0.002673267,0,12,1,2,3,0.015463918,0.34519573,26.08586075,0.001393401,0.040947546,0,2,4,0.020618557,0.367424242,30.10572257,0.001608126,0.065285169,0.333333333
光合作用,植物,197420,82,171,0.004543522,0.189543767,45833.47721,0.000130775,0.016623801,0.015455305,171,1,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333,82,57,0.293814433,0.534435262,5870.340434,0.313569811,0.380428098,0.046365915
中性笔,光合作用,457494,82,159,0.004224678,0.180116198,47446.02515,0.000135376,0.012562709,0.009675859,159,2,82,53,0.273195876,0.507853403,6076.875176,0.324602061,0.287491858,0.029027576,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333
光合作用,暴雨,366966,82,138,0.003666702,0.179178093,29447.7459,8.40222E-05,0.014698833,0.0215781,138,2,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333,82,46,0.237113402,0.505208333,3771.660017,0.201466803,0.33637608,0.0647343
光合作用,足球,462435,82,150,0.003985546,0.174630425,37643.49204,0.000107407,0.012960942,0.013333333,150,2,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333,82,50,0.257731959,0.492385787,4821.369158,0.257538014,0.296605232,0.04
光合作用,草,240997,11,21,0.000557976,0.138718523,298.6109749,8.52016E-07,0.004353213,0.158730159,21,2,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333,11,7,0.036082474,0.391129032,38.24601986,0.002042947,0.099621293,0.476190476
光合作用,足球场,272870,9,30,0.000797109,0.139562652,1031.035868,2.94182E-06,0.004665602,0.081481481,30,2,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333,9,10,0.051546392,0.393509128,132.0548191,0.007053834,0.106770164,0.244444444
光合作用,简笔画,160298,1,9,0.000239133,0.135441708,85.02156768,2.42589E-07,0.002600783,0.111111111,9,3,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333,1,3,0.015463918,0.381889764,10.88954138,0.000581675,0.059517737,0.333333333
光合作用,绘画材料,126295,1,6,0.000159422,0.133860676,0,0,0.002220723,0.333333333,6,3,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333,1,2,0.010309278,0.377431907,0,0,0.050820225,1
光合作用,大自然,161038,4,15,0.000398555,0.133083922,275.9811007,7.87447E-07,0.003411101,0.166666667,15,2,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333,4,5,0.025773196,0.375241779,35.34759118,0.001888125,0.078061483,0.5
光合作用,纤维材料,101326,1,6,0.000159422,0.135175614,0,0,0.002409964,0.333333333,6,2,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333,1,2,0.010309278,0.381139489,0,0,0.055150914,1
光合作用,文具店,225070,2,12,0.000318844,0.133600753,236.507686,6.74819E-07,0.002848082,0.166666667,12,3,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333,2,4,0.020618557,0.376699029,30.29184597,0.001618068,0.065177048,0.5
光合作用,笔,158582,6,18,0.000478265,0.142157826,2530.686452,7.22072E-06,0.002936162,0.044444444,18,2,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333,6,6,0.030927835,0.400826446,324.1296954,0.017313696,0.067192728,0.133333333
光合作用,学习用品,375972,39,48,0.001275375,0.138998763,1739.922781,4.96446E-06,0.005350129,0.06959707,48,3,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333,39,16,0.082474227,0.391919192,222.8488797,0.011903685,0.122435267,0.208791209
人类,光合作用,408717,43,96,0.002550749,0.174188323,24886.78575,7.10086E-05,0.011835462,0.036290323,96,2,43,32,0.164948454,0.491139241,3187.493368,0.170262986,0.27084915,0.108870968,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333
光合作用,动物,215678,27,30,0.000797109,0.123971869,570.0420787,1.62648E-06,0.003964433,0.081481481,30,1,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333,27,10,0.051546392,0.34954955,73.01084856,0.003899944,0.090724234,0.244444444
光合作用,生物,329981,23,39,0.001036242,0.143044465,2735.398993,7.80481E-06,0.007065046,0.11965812,39,2,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333,23,13,0.067010309,0.403326403,350.349227,0.018714237,0.161680347,0.358974359
光合作用,运动,211281,8,27,0.000717398,0.133083922,2126.040062,6.06615E-06,0.002881353,0.046296296,27,3,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333,8,9,0.046391753,0.375241779,272.3026857,0.014545307,0.06593844,0.138888889
光合作用,天气,305346,38,51,0.001355086,0.140131136,5537.982943,1.58013E-05,0.006151848,0.058823529,51,2,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333,38,17,0.087628866,0.395112016,709.3034867,0.03788812,0.140782238,0.176470588
光合作用,晴天,123335,2,9,0.000239133,0.122427736,203.6688873,5.81121E-07,0.00178931,0,9,2,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333,2,3,0.015463918,0.34519573,26.08586075,0.001393401,0.040947546,0
光合作用,阳光,89509,2,12,0.000318844,0.13031134,235.0545024,6.70672E-07,0.002852806,0.111111111,12,1,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333,2,4,0.020618557,0.367424242,30.10572257,0.001608126,0.065285169,0.333333333
呼吸作用,植物,162968,82,114,0.003029015,0.188853262,33716.63394,9.62024E-05,0.014600672,0,114,1,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0,82,57,0.293814433,0.534435262,5870.340434,0.313569811,0.380428098,0.046365915
中性笔,呼吸作用,383660,82,106,0.002816452,0.179460037,34902.87797,9.95871E-05,0.011033818,0,106,2,82,53,0.273195876,0.507853403,6076.875176,0.324602061,0.287491858,0.029027576,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0
呼吸作用,暴雨,332800,82,92,0.002444468,0.178525349,21662.74368,6.18095E-05,0.012909974,0,92,2,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0,82,46,0.237113402,0.505208333,3771.660017,0.201466803,0.33637608,0.0647343
呼吸作用,足球,387874,82,100,0.002657031,0.173994249,27691.80779,7.9012E-05,0.011383586,0,100,2,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0,82,50,0.257731959,0.492385787,4821.369158,0.257538014,0.296605232,0.04
呼吸作用,草,201869,11,14,0.000371984,0.138213174,219.6681889,6.26771E-07,0.003823424,0,14,2,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0,11,7,0.036082474,0.391129032,38.24601986,0.002042947,0.099621293,0.476190476
呼吸作用,足球场,229141,9,20,0.000531406,0.139054227,758.4643592,2.1641E-06,0.004097795,0,20,2,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0,9,10,0.051546392,0.393509128,132.0548191,0.007053834,0.106770164,0.244444444
呼吸作用,简笔画,138635,1,6,0.000159422,0.134948295,62.54469983,1.78457E-07,0.002284266,0,6,3,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0,1,3,0.015463918,0.381889764,10.88954138,0.000581675,0.059517737,0.333333333
呼吸作用,绘画材料,110202,1,4,0.000106281,0.133373023,0,0,0.001950459,0,4,3,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0,1,2,0.010309278,0.377431907,0,0,0.050820225,1
呼吸作用,大自然,139985,4,10,0.000265703,0.132599099,203.020899,5.79272E-07,0.002995967,0,10,2,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0,4,5,0.025773196,0.375241779,35.34759118,0.001888125,0.078061483,0.5
呼吸作用,纤维材料,84902,1,4,0.000106281,0.134683171,0,0,0.002116669,0,4,2,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0,1,2,0.010309278,0.381139489,0,0,0.055150914,1
呼吸作用,文具店,188829,2,8,0.000212562,0.133114047,173.9829391,4.96419E-07,0.002501468,0,8,3,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0,2,4,0.020618557,0.376699029,30.29184597,0.001618068,0.065177048,0.5
呼吸作用,笔,132958,6,12,0.000318844,0.141639946,1861.657328,5.3118E-06,0.002578829,0,12,2,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0,6,6,0.030927835,0.400826446,324.1296954,0.017313696,0.067192728,0.133333333
呼吸作用,学习用品,310743,39,32,0.00085025,0.138492392,1279.945207,3.65202E-06,0.004699015,0,32,3,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0,39,16,0.082474227,0.391919192,222.8488797,0.011903685,0.122435267,0.208791209
人类,呼吸作用,330599,43,64,0.0017005,0.173553757,18307.54933,5.22363E-05,0.010395078,0,64,2,43,32,0.164948454,0.491139241,3187.493368,0.170262986,0.27084915,0.108870968,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0
动物,呼吸作用,162968,27,20,0.000531406,0.123520242,419.3419585,1.19649E-06,0.003481958,0,20,1,27,10,0.051546392,0.34954955,73.01084856,0.003899944,0.090724234,0.244444444,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0
呼吸作用,生物,274710,23,26,0.000690828,0.142523356,2012.250698,5.74148E-06,0.006205225,0,26,2,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0,23,13,0.067010309,0.403326403,350.349227,0.018714237,0.161680347,0.358974359
呼吸作用,运动,176216,8,18,0.000478265,0.132599099,1563.985952,4.46246E-06,0.00253069,0,18,3,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0,8,9,0.046391753,0.375241779,272.3026857,0.014545307,0.06593844,0.138888889
呼吸作用,天气,262378,38,34,0.00090339,0.13962064,4073.924891,1.1624E-05,0.005403164,0,34,2,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0,38,17,0.087628866,0.395112016,709.3034867,0.03788812,0.140782238,0.176470588
呼吸作用,晴天,107875,2,6,0.000159422,0.121981733,149.8256238,4.27492E-07,0.00157155,0,6,3,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0,2,3,0.015463918,0.34519573,26.08586075,0.001393401,0.040947546,0
呼吸作用,阳光,96356,2,8,0.000212562,0.129836618,172.9139287,4.93369E-07,0.002505618,0,8,2,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0,2,4,0.020618557,0.367424242,30.10572257,0.001608126,0.065285169,0.333333333
光合作用,呼吸作用,62316,1,6,0.000159422,0.125326753,44.84359713,1.27951E-07,0.001677096,0,6,2,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0
写字,植物,213475,82,57,0.001514507,0.18031381,0,0,0.0089094,0,57,2,1,1,0.005154639,0.337391304,0,0,0.023419405,0,82,57,0.293814433,0.534435262,5870.340434,0.313569811,0.380428098,0.046365915
中性笔,写字,1,82,53,0.001408226,0.171345322,0,0,0.006732888,0,53,1,82,53,0.273195876,0.507853403,6076.875176,0.324602061,0.287491858,0.029027576,1,1,0.005154639,0.337391304,0,0,0.023419405,0
写字,暴雨,216473,82,46,0.001222234,0.170452899,0,0,0.007877728,0,46,2,1,1,0.005154639,0.337391304,0,0,0.023419405,0,82,46,0.237113402,0.505208333,3771.660017,0.201466803,0.33637608,0.0647343
写字,足球,200808,82,50,0.001328515,0.166126683,0,0,0.006946318,0,50,3,1,1,0.005154639,0.337391304,0,0,0.023419405,0,82,50,0.257731959,0.492385787,4821.369158,0.257538014,0.296605232,0.04
写字,草,151082,11,7,0.000185992,0.131963534,0,0,0.002333071,0,7,3,1,1,0.005154639,0.337391304,0,0,0.023419405,0,11,7,0.036082474,0.391129032,38.24601986,0.002042947,0.099621293,0.476190476
写字,足球场,150385,9,10,0.000265703,0.132766558,0,0,0.002500494,0,10,3,1,1,0.005154639,0.337391304,0,0,0.023419405,0,9,10,0.051546392,0.393509128,132.0548191,0.007053834,0.106770164,0.244444444
写字,简笔画,54743,1,3,7.97109E-05,0.128846286,0,0,0.00139387,0,3,2,1,1,0.005154639,0.337391304,0,0,0.023419405,0,1,3,0.015463918,0.381889764,10.88954138,0.000581675,0.059517737,0.333333333
写字,绘画材料,34198,1,2,5.31406E-05,0.127342243,0,0,0.001190179,0,2,2,1,1,0.005154639,0.337391304,0,0,0.023419405,0,1,2,0.010309278,0.377431907,0,0,0.050820225,1
写字,大自然,110700,4,5,0.000132852,0.126603313,0,0,0.001828154,0,5,3,1,1,0.005154639,0.337391304,0,0,0.023419405,0,4,5,0.025773196,0.375241779,35.34759118,0.001888125,0.078061483,0.5
写字,纤维材料,66108,1,2,5.31406E-05,0.128593149,0,0,0.001291602,0,2,3,1,1,0.005154639,0.337391304,0,0,0.023419405,0,1,2,0.010309278,0.381139489,0,0,0.055150914,1
写字,文具店,63940,2,4,0.000106281,0.127094977,0,0,0.001526408,0,4,2,1,1,0.005154639,0.337391304,0,0,0.023419405,0,2,4,0.020618557,0.376699029,30.29184597,0.001618068,0.065177048,0.5
写字,笔,54705,6,6,0.000159422,0.135235358,0,0,0.001573614,0,6,2,1,1,0.005154639,0.337391304,0,0,0.023419405,0,6,6,0.030927835,0.400826446,324.1296954,0.017313696,0.067192728,0.133333333
写字,学习用品,125846,39,16,0.000425125,0.132230127,0,0,0.002867361,0,16,2,1,1,0.005154639,0.337391304,0,0,0.023419405,0,39,16,0.082474227,0.391919192,222.8488797,0.011903685,0.122435267,0.208791209
人类,写字,213776,43,32,0.00085025,0.165706109,0,0,0.006343126,0,32,2,43,32,0.164948454,0.491139241,3187.493368,0.170262986,0.27084915,0.108870968,1,1,0.005154639,0.337391304,0,0,0.023419405,0
写字,动物,177388,27,10,0.000265703,0.117934978,0,0,0.002124708,0,10,3,1,1,0.005154639,0.337391304,0,0,0.023419405,0,27,10,0.051546392,0.34954955,73.01084856,0.003899944,0.090724234,0.244444444
写字,生物,234715,23,13,0.000345414,0.136078821,0,0,0.003786458,0,13,3,1,1,0.005154639,0.337391304,0,0,0.023419405,0,23,13,0.067010309,0.403326403,350.349227,0.018714237,0.161680347,0.358974359
写字,运动,107486,8,9,0.000239133,0.126603313,0,0,0.001544239,0,9,3,1,1,0.005154639,0.337391304,0,0,0.023419405,0,8,9,0.046391753,0.375241779,272.3026857,0.014545307,0.06593844,0.138888889
写字,天气,222766,38,17,0.000451695,0.133307359,0,0,0.003297036,0,17,3,1,1,0.005154639,0.337391304,0,0,0.023419405,0,38,17,0.087628866,0.395112016,709.3034867,0.03788812,0.140782238,0.176470588
写字,晴天,73969,2,3,7.97109E-05,0.116466037,0,0,0.000958967,0,3,4,1,1,0.005154639,0.337391304,0,0,0.023419405,0,2,3,0.015463918,0.34519573,26.08586075,0.001393401,0.040947546,0
写字,阳光,85259,2,4,0.000106281,0.123965744,0,0,0.00152894,0,4,3,1,1,0.005154639,0.337391304,0,0,0.023419405,0,2,4,0.020618557,0.367424242,30.10572257,0.001608126,0.065285169,0.333333333
光合作用,写字,70045,1,3,7.97109E-05,0.119659804,0,0,0.001023372,0,3,3,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333,1,1,0.005154639,0.337391304,0,0,0.023419405,0
写字,呼吸作用,59119,1,2,5.31406E-05,0.119223885,0,0,0.000898827,0,2,3,1,1,0.005154639,0.337391304,0,0,0.023419405,0,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0
植物,草地,869061,738,456,0.012116059,0.238345841,715740.6824,0.002042197,0.056393426,0.024838883,456,1,82,57,0.293814433,0.534435262,5870.340434,0.313569811,0.380428098,0.046365915,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286
中性笔,草地,952624,738,424,0.011265809,0.226490943,740922.4106,0.002114047,0.042616859,0.015550487,424,1,82,53,0.273195876,0.507853403,6076.875176,0.324602061,0.287491858,0.029027576,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286
暴雨,草地,960895,738,368,0.009777872,0.225311303,459859.2782,0.0013121,0.049863298,0.034679089,368,1,82,46,0.237113402,0.505208333,3771.660017,0.201466803,0.33637608,0.0647343,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286
草地,足球,870469,738,400,0.010628122,0.219592742,587844.9623,0.001677277,0.043967796,0.021428571,400,1,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286,82,50,0.257731959,0.492385787,4821.369158,0.257538014,0.296605232,0.04
草,草地,533479,99,56,0.001487937,0.174434557,4663.142225,1.33052E-05,0.014767537,0.255102041,56,1,11,7,0.036082474,0.391129032,38.24601986,0.002042947,0.099621293,0.476190476,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286
草地,足球场,573450,81,80,0.002125624,0.175496025,16100.77089,4.59397E-05,0.015827262,0.130952381,80,1,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286,9,10,0.051546392,0.393509128,132.0548191,0.007053834,0.106770164,0.244444444
简笔画,草地,381245,9,24,0.000637687,0.170314056,1327.706266,3.7883E-06,0.008822716,0.178571429,24,2,1,3,0.015463918,0.381889764,10.88954138,0.000581675,0.059517737,0.333333333,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286
绘画材料,草地,306754,9,16,0.000425125,0.168325954,0,0,0.007533425,0.535714286,16,2,1,2,0.010309278,0.377431907,0,0,0.050820225,1,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286
大自然,草地,518521,36,40,0.001062812,0.167349207,4309.751592,1.22969E-05,0.011571581,0.267857143,40,2,4,5,0.025773196,0.375241779,35.34759118,0.001888125,0.078061483,0.5,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286
纤维材料,草地,281846,9,16,0.000425125,0.16997945,0,0,0.008175392,0.535714286,16,2,1,2,0.010309278,0.381139489,0,0,0.055150914,1,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286
文具店,草地,503061,18,32,0.00085025,0.167999107,3693.330353,1.0538E-05,0.009661634,0.267857143,32,2,2,4,0.020618557,0.376699029,30.29184597,0.001618068,0.065177048,0.5,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286
笔,草地,440612,54,48,0.001275375,0.178759381,39519.48136,0.00011276,0.009960432,0.071428571,48,2,6,6,0.030927835,0.400826446,324.1296954,0.017313696,0.067192728,0.133333333,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286
学习用品,草地,918116,351,128,0.003400999,0.17478695,27170.82783,7.75255E-05,0.018149406,0.111852433,128,2,39,16,0.082474227,0.391919192,222.8488797,0.011903685,0.122435267,0.208791209,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286
人类,草地,970568,387,256,0.006801998,0.219036811,388634.8167,0.001108878,0.040149798,0.058323733,256,1,43,32,0.164948454,0.491139241,3187.493368,0.170262986,0.27084915,0.108870968,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286
动物,草地,883020,243,80,0.002125624,0.155891063,8901.84056,2.53993E-05,0.013448666,0.130952381,80,2,27,10,0.051546392,0.34954955,73.01084856,0.003899944,0.090724234,0.244444444,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286
生物,草地,1069461,207,104,0.002763312,0.179874304,42716.29519,0.000121881,0.02396697,0.192307692,104,2,23,13,0.067010309,0.403326403,350.349227,0.018714237,0.161680347,0.358974359,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286
草地,运动,481918,72,72,0.001913062,0.167349207,33200.47829,9.47297E-05,0.0097745,0.074404762,72,2,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286,8,9,0.046391753,0.375241779,272.3026857,0.014545307,0.06593844,0.138888889
天气,草地,1003144,342,136,0.003613561,0.176210876,86481.75814,0.000246755,0.020869102,0.094537815,136,2,38,17,0.087628866,0.395112016,709.3034867,0.03788812,0.140782238,0.176470588,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286
晴天,草地,334826,18,24,0.000637687,0.15394936,3180.516016,9.07485E-06,0.006069931,0,24,2,2,3,0.015463918,0.34519573,26.08586075,0.001393401,0.040947546,0,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286
草地,阳光,375657,18,32,0.00085025,0.163862766,3670.637276,1.04733E-05,0.009677661,0.178571429,32,2,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286,2,4,0.020618557,0.367424242,30.10572257,0.001608126,0.065285169,0.333333333
光合作用,草地,318212,9,24,0.000637687,0.158171006,951.9451695,2.71615E-06,0.006477593,0.178571429,24,2,1,3,0.015463918,0.354661792,7.807635303,0.000417052,0.043697617,0.333333333,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286
呼吸作用,草地,268790,9,16,0.000425125,0.157594791,700.2826048,1.99809E-06,0.005689265,0,16,2,1,2,0.010309278,0.353369763,5.743556837,0.000306798,0.038379585,0,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286
写字,草地,152528,9,8,0.000212562,0.150468766,0,0,0.003471617,0,8,2,1,1,0.005154639,0.337391304,0,0,0.023419405,0,9,8,0.041237113,0.445977011,121.924902,0.006512734,0.148236752,0.535714286
植物,运动场地,450168,82,171,0.004543522,0.185807242,4402.755326,1.25622E-05,0.01582905,0.03091061,171,2,82,57,0.293814433,0.534435262,5870.340434,0.313569811,0.380428098,0.046365915,1,3,0.015463918,0.347670251,0.75,4.0062E-05,0.04160852,0.666666667
中性笔,运动场地,443488,82,159,0.004224678,0.17656552,4557.656382,1.30042E-05,0.011962111,0.019351717,159,2,82,53,0.273195876,0.507853403,6076.875176,0.324602061,0.287491858,0.029027576,1,3,0.015463918,0.347670251,0.75,4.0062E-05,0.04160852,0.666666667
暴雨,运动场地,488961,82,138,0.003666702,0.175645908,2828.745013,8.07116E-06,0.013996111,0.0431562,138,2,82,46,0.237113402,0.505208333,3771.660017,0.201466803,0.33637608,0.0647343,1,3,0.015463918,0.347670251,0.75,4.0062E-05,0.04160852,0.666666667
足球,运动场地,198308,82,150,0.003985546,0.17118789,3616.026868,1.03175E-05,0.012341305,0.026666667,150,1,82,50,0.257731959,0.492385787,4821.369158,0.257538014,0.296605232,0.04,1,3,0.015463918,0.347670251,0.75,4.0062E-05,0.04160852,0.666666667
草,运动场地,244741,11,21,0.000557976,0.135983929,28.6845149,8.18445E-08,0.004145095,0.317460317,21,2,11,7,0.036082474,0.391129032,38.24601986,0.002042947,0.099621293,0.476190476,1,3,0.015463918,0.347670251,0.75,4.0062E-05,0.04160852,0.666666667
足球场,运动场地,251722,9,30,0.000797109,0.136811417,99.04111433,2.8259E-07,0.004442549,0.162962963,30,2,9,10,0.051546392,0.393509128,132.0548191,0.007053834,0.106770164,0.244444444,1,3,0.015463918,0.347670251,0.75,4.0062E-05,0.04160852,0.666666667
简笔画,运动场地,174443,1,9,0.000239133,0.13277171,8.167156032,2.3303E-08,0.002476445,0.222222222,9,3,1,3,0.015463918,0.381889764,10.88954138,0.000581675,0.059517737,0.333333333,1,3,0.015463918,0.347670251,0.75,4.0062E-05,0.04160852,0.666666667
绘画材料,运动场地,143783,1,6,0.000159422,0.131221846,0,0,0.002114554,0.666666667,6,3,1,2,0.010309278,0.377431907,0,0,0.050820225,1,1,3,0.015463918,0.347670251,0.75,4.0062E-05,0.04160852,0.666666667
大自然,运动场地,237631,4,15,0.000398555,0.130460404,26.51069338,7.5642E-08,0.003248023,0.333333333,15,3,4,5,0.025773196,0.375241779,35.34759118,0.001888125,0.078061483,0.5,1,3,0.015463918,0.347670251,0.75,4.0062E-05,0.04160852,0.666666667
纤维材料,运动场地,100847,1,6,0.000159422,0.132510862,0,0,0.002294748,0.666666667,6,2,1,2,0.010309278,0.381139489,0,0,0.055150914,1,1,3,0.015463918,0.347670251,0.75,4.0062E-05,0.04160852,0.666666667
文具店,运动场地,170661,2,12,0.000318844,0.130967046,22.71888448,6.4823E-08,0.002711921,0.333333333,12,2,2,4,0.020618557,0.376699029,30.29184597,0.001618068,0.065177048,0.5,1,3,0.015463918,0.347670251,0.75,4.0062E-05,0.04160852,0.666666667
笔,运动场地,191713,6,18,0.000478265,0.139355431,243.0972715,6.93621E-07,0.00279579,0.088888889,18,3,6,6,0.030927835,0.400826446,324.1296954,0.017313696,0.067192728,0.133333333,1,3,0.015463918,0.347670251,0.75,4.0062E-05,0.04160852,0.666666667
学习用品,运动场地,355873,39,48,0.001275375,0.136258644,167.1366598,4.76885E-07,0.00509435,0.139194139,48,3,39,16,0.082474227,0.391919192,222.8488797,0.011903685,0.122435267,0.208791209,1,3,0.015463918,0.347670251,0.75,4.0062E-05,0.04160852,0.666666667
人类,运动场地,421796,43,96,0.002550749,0.170754503,2390.620026,6.82107E-06,0.011269632,0.072580645,96,2,43,32,0.164948454,0.491139241,3187.493368,0.170262986,0.27084915,0.108870968,1,3,0.015463918,0.347670251,0.75,4.0062E-05,0.04160852,0.666666667
动物,运动场地,366033,27,30,0.000797109,0.12152798,54.75813642,1.56239E-07,0.003774901,0.162962963,30,3,27,10,0.051546392,0.34954955,73.01084856,0.003899944,0.090724234,0.244444444,1,3,0.015463918,0.347670251,0.75,4.0062E-05,0.04160852,0.666666667
生物,运动场地,490789,23,39,0.001036242,0.140224592,262.7619203,7.49729E-07,0.00672728,0.239316239,39,3,23,13,0.067010309,0.403326403,350.349227,0.018714237,0.161680347,0.358974359,1,3,0.015463918,0.347670251,0.75,4.0062E-05,0.04160852,0.666666667
运动,运动场地,125583,8,27,0.000717398,0.130460404,204.2270143,5.82714E-07,0.002743601,0.092592593,27,1,8,9,0.046391753,0.375241779,272.3026857,0.014545307,0.06593844,0.138888889,1,3,0.015463918,0.347670251,0.75,4.0062E-05,0.04160852,0.666666667
天气,运动场地,447139,38,51,0.001355086,0.137368694,531.977615,1.51787E-06,0.005857741,0.117647059,51,3,38,17,0.087628866,0.395112016,709.3034867,0.03788812,0.140782238,0.176470588,1,3,0.015463918,0.347670251,0.75,4.0062E-05,0.04160852,0.666666667
晴天,运动场地,115010,2,9,0.000239133,0.120014286,19.56439556,5.58224E-08,0.001703767,0,9,2,2,3,0.015463918,0.34519573,26.08586075,0.001393401,0.040947546,0,1,3,0.015463918,0.347670251,0.75,4.0062E-05,0.04160852,0.666666667
运动场地,阳光,175840,2,12,0.000318844,0.127742479,22.57929193,6.44247E-08,0.002716419,0.222222222,12,3,1,3,0.015463918,0.347670251,0.75,4.0062E-05,0.04160852,0.666666667,2,4,0.020618557,0.367424242,30.10572257,0.001608126,0.065285169,0.333333333
